serial_no,bid_no,S.No.,Seller Name,Offered Item,Total Price,Rank,Status,Winner
229,GEM/2025/B/6503925,11,SMART HEALTHSURE PRIVATE LIMITED Under PMA,Item Categories : HBsAg Rapid Test Kits,` 73325.00,L10,Not Evaluated,
229,GEM/2025/B/6503925,12,M/S MEDIWAYS ENTERPRISES Under PMA,Item Categories : HBsAg Rapid Test Kits,` 79191.00,L11,Not Evaluated,
229,GEM/2025/B/6503925,13,ANK CARES PRIVATE LIMITED Under PMA,Item Categories : HBsAg Rapid Test Kits,` 87990.00,L12,Not Evaluated,
229,GEM/2025/B/6503925,14,VIMEK BIOCONCEPT PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : HBsAg Rapid Test Kits,` 87990.00,L12,Not Evaluated,
229,GEM/2025/B/6503925,15,TRANSASIA BIO-MEDICALS LIMITED Under PMA,Item Categories : HBsAg Rapid Test Kits,` 87990.00,L12,Not Evaluated,
229,GEM/2025/B/6503925,16,CHIMERA BIOTECH PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : HBsAg Rapid Test Kits,` 89037.50,L13,Not Evaluated,
229,GEM/2025/B/6503925,17,KALASH PHARMACEUTICALS Under PMA,Item Categories : HBsAg Rapid Test Kits,` 89037.50,L13,Not Evaluated,
229,GEM/2025/B/6503925,18,NUCLEUS DIAGNOSYS LLP ( MSE Social Category:General ) Under PMA,Item Categories : HBsAg Rapid Test Kits,` 89037.50,L13,Not Evaluated,
229,GEM/2025/B/6503925,19,M.P ENTERPRISE Under PMA,Item Categories : HBsAg Rapid Test Kits,` 104750.00,L14,Not Evaluated,
229,GEM/2025/B/6503925,20,HEALTHCARE SOLUTION AGENCY Under PMA,Item Categories : HBsAg Rapid Test Kits,` 107054.50,L15,Not Evaluated,
229,GEM/2025/B/6503925,21,CHAUDHARY ENTERPRISES Under PMA,Item Categories : HBsAg Rapid Test Kits,` 125700.00,L16,Not Evaluated,
229,GEM/2025/B/6503925,22,MSY WHOLE SOLUTION PRIVATE LIMITED Under PMA,Item Categories : HBsAg Rapid Test Kits,` 157125.00,L17,Not Evaluated,
229,GEM/2025/B/6503925,23,DR. ROOPA RANA BUSINESS SOLUTIONS PRIVATE LIMITED Under PMA,Item Categories : HBsAg Rapid Test Kits,` 188550.00,L18,Not Evaluated,
229,GEM/2025/B/6503925,24,FRIENDS SURGICAL DIVISION Under PMA,Item Categories : HBsAg Rapid Test Kits,` 230450.00,L19,Not Evaluated,
224,GEM/2025/B/6496267,1,MEDICARE ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Three Way Stop Cock Plastic,Tube Endotracheal nasal size 6.5 with cuff,Tube Endotracheal nasal size",` 192750.00,L1,,
224,GEM/2025/B/6496267,2,KEDAR SALES CORP (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Three Way Stop Cock Plastic,Tube Endotracheal nasal size 6.5 with cuff,Tube Endotracheal nasal size",` 197145.00,L2,,
224,GEM/2025/B/6496267,3,SEHAJ ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Three Way Stop Cock Plastic,Tube Endotracheal nasal size 6.5 with cuff,Tube Endotracheal nasal size",` 209145.00,L3,,
224,GEM/2025/B/6496267,,,,,,,
223,GEM/2025/B/6472500,1,MEDICARES (MII) Under PMA,"Item Categories : Mephenteramine Sulph Inj,Prolene 2 zero cutting and Pack of 12,SILK 3 zero Free tye and Pack of 12,",` 211955.20,L1,,
223,GEM/2025/B/6472500,,,,,,,
231,GEM/2025/B/6464006,1,Medi Era Life Science Under PMA,Item Categories : Automated Real Time Micro PCR Machine,` 27776000.00,L1,,
231,GEM/2025/B/6464006,,,,,,,
233,GEM/2025/B/6491844,1,HIMEDIA LABORATORIES PRIVATE LIMITED Under PMA,Item Categories : Qualitative PCR Machine (Thermal Cycler),` 259600.00,L1,,
233,GEM/2025/B/6491844,,,,,,,
232,GEM/2025/B/6478009,1,JH ENTERPRISES Under PMA,Item Categories : Qualitative PCR Machine (Thermal Cycler),` 146500.00,L1,,
232,GEM/2025/B/6478009,2,HIMEDIA LABORATORIES PRIVATE LIMITED Under PMA,Item Categories : Qualitative PCR Machine (Thermal Cycler),` 147500.00,L2,,
232,GEM/2025/B/6478009,,,,,,,
237,GEM/2025/B/6484848,1,Krishna & Co. (MSE) ( MSE Social Category:OBC ) Under PMA,"Item Categories : OPC DRUM,CLEANING BLADE,PCR,DVD WRITER,UPS 1 KVA MICROTECH,MONITOR 19 INCH",` 36255.00,L1,,
237,GEM/2025/B/6484848,2,CITY CENTER Under PMA,"Item Categories : OPC DRUM,CLEANING BLADE,PCR,DVD WRITER,UPS 1 KVA MICROTECH,MONITOR 19 INCH",` 39220.00,L2,,
237,GEM/2025/B/6484848,,,,,,,
235,GEM/2025/B/6446410,1,CELLIN BIO (MSE) ( MSE Social Category:OBC ) Under PMA,"Item Categories : NucleoSpin gel and pcr clean up,EmeraldAmp gt pcr master mix,EmeraldAmp max pcr master mix,6X dna l",` 99999.20,L1,Qualified,
235,GEM/2025/B/6446410,2,HELIXPRO Under PMA,"Item Categories : NucleoSpin gel and pcr clean up,EmeraldAmp gt pcr master mix,EmeraldAmp max pcr master mix,6X dna l",` 105000.00,L2,Qualified,
235,GEM/2025/B/6446410,3,SYNERGY SCIENTIFIC SERVICES PRIVATE LIMITED (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : NucleoSpin gel and pcr clean up,EmeraldAmp gt pcr master mix,EmeraldAmp max pcr master mix,6X dna l",` 129310.72,L3,Qualified,
235,GEM/2025/B/6446410,4,ALLIANZ BIOINNOVATION (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : NucleoSpin gel and pcr clean up,EmeraldAmp gt pcr master mix,EmeraldAmp max pcr master mix,6X dna l",` 164925.36,L4,Qualified,
239,GEM/2025/B/6477639,1,MDC HEALTHCARE PRIVATE LIMITED Under PMA,Item Categories : Micro PCR MTB Test Kit,` 225075.20,L1,,
239,GEM/2025/B/6477639,,,,,,,
166,GEM/2025/B/6585142,1,HEXAGON GEOSYSTEMS INDIA PRIVATE LIMITED Under PMA,Item Categories : Repair and Overhauling Service - REPAIR AND CALIBRATION OF DIGITAL LEVEL (DNA 03) AND TOTAL STATION,` 1757030.29,L1,,
166,GEM/2025/B/6585142,,,,,,,
165,GEM/2025/B/6662856,1,"AIC ENTERPRISES PRIVATE LIMITED (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Immuno Breakable Modules Clear 96 Wells Case of 50 90209090,Qubit Protein and Protein Broad Range B",` 362025.00,L1,,
165,GEM/2025/B/6662856,,,,,,,
240,GEM/2025/B/6432180,1,ATSBIO SCIENTIFIC PRIVATE LIMITED (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Nitrile Gloves Medium,Micro centrifuge tubes two ml,PCR tubes flat cap Zero point two ml,Tips one m",` 188949.00,L1,,
240,GEM/2025/B/6432180,,,,,,,
164,GEM/2025/B/6664300,1,"JUNIPER LIFE SCIENCES PRIVATE LIMITED (MSE,MII) ( MSE Social Category:General ) Under PMA",Item Categories : Wide Mouth Bottle Graduated PP Capacity ml 30 Mouth Diameter mm 21 point 2 Height mm 58 point 9 Cas,` 649795.72,L1,,
164,GEM/2025/B/6664300,,,,,,,
170,GEM/2025/B/6661619,1,SURANA ENTERPRISES Under PMA,Item Categories : DNA Capillary Sequencer (V2),` 24981800.00,L1,,
170,GEM/2025/B/6661619,2,V.K.TRADERS Under PMA,Item Categories : DNA Capillary Sequencer (V2),` 28275450.00,L2,,
170,GEM/2025/B/6661619,,,,,,,
161,GEM/2025/B/6712032,1,EUROFINS GENOMICS INDIA PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Nucleic Acid Sequencing and Genotyping Service - DNA sequencing; Microbes / Meta Genome; Soil, Nucl",` 105315.00,L1,,
161,GEM/2025/B/6712032,2,HIMEDIA LABORATORIES PRIVATE LIMITED Under PMA,"Item Categories : Nucleic Acid Sequencing and Genotyping Service - DNA sequencing; Microbes / Meta Genome; Soil, Nucl",` 383205.00,L2,,
161,GEM/2025/B/6712032,,,,,,,
167,GEM/2025/B/6655442,1,"A.K. SCIENTIFIC COMPANY (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : FFPE DNA Isolation Kit,FFPE RNA Isolation Kit,DNA Synthesis Kit,2XSYBR Green Master Mix,DEPC,Hi DiT",` 691325.00,L1,,
167,GEM/2025/B/6655442,2,"KR SOLUTION (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : FFPE DNA Isolation Kit,FFPE RNA Isolation Kit,DNA Synthesis Kit,2XSYBR Green Master Mix,DEPC,Hi DiT",` 827000.00,L2,,
167,GEM/2025/B/6655442,3,"LABTRONIC INDIA (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : FFPE DNA Isolation Kit,FFPE RNA Isolation Kit,DNA Synthesis Kit,2XSYBR Green Master Mix,DEPC,Hi DiT",` 941400.00,L3,,
167,GEM/2025/B/6655442,,,,,,,
238,GEM/2025/B/6438696,1,"VASA SCIENTIFIC CO., (MII) Under PMA","Item Categories : Purepack Pasteur pipette sterile LDPE 1ml,Petri dishes non vented Radiation sterile Packing 480 pac",` 22973.79,L1,,
238,GEM/2025/B/6438696,,,,,,,
168,GEM/2025/B/6681500,1,"M/S J.R.BIOTECH (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Inj Vitamin D3 600000 IU Cholecalciferol,Inj Zoledronic Acid 5 mg,Insulin Actrapid 100 IU ml 3 ml P",` 2449442.64,L1,,
168,GEM/2025/B/6681500,2,"M/S SRD HEALTH CARE (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Inj Vitamin D3 600000 IU Cholecalciferol,Inj Zoledronic Acid 5 mg,Insulin Actrapid 100 IU ml 3 ml P",` 2562240.78,L2,,
168,GEM/2025/B/6681500,3,"RADIANT PHARMACHEM (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Inj Vitamin D3 600000 IU Cholecalciferol,Inj Zoledronic Acid 5 mg,Insulin Actrapid 100 IU ml 3 ml P",` 2733262.50,L3,,
168,GEM/2025/B/6681500,4,"SUNITA MEDICAL & PROVISION STORE (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Inj Vitamin D3 600000 IU Cholecalciferol,Inj Zoledronic Acid 5 mg,Insulin Actrapid 100 IU ml 3 ml P",` 2749132.08,L4,,
168,GEM/2025/B/6681500,5,"SIXTEEN DIRECTIONS HOMECARE PRIVATE LIMITED (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Inj Vitamin D3 600000 IU Cholecalciferol,Inj Zoledronic Acid 5 mg,Insulin Actrapid 100 IU ml 3 ml P",` 3168246.00,L5,,
168,GEM/2025/B/6681500,6,"MODERN MEDICAL HALL (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Inj Vitamin D3 600000 IU Cholecalciferol,Inj Zoledronic Acid 5 mg,Insulin Actrapid 100 IU ml 3 ml P",` 3278554.20,L6,,
168,GEM/2025/B/6681500,,,,,,,
163,GEM/2025/B/6689122,1,M/S RAHMAN PRINTERS & STATIONERS Under PMA,"Item Categories : MATGADNA KIT TYPE A,Counting material kit B type",` 118375.00,L1,,
163,GEM/2025/B/6689122,2,KUSHAGRA ENTERPRISES Under PMA,"Item Categories : MATGADNA KIT TYPE A,Counting material kit B type",` 119400.00,L2,,
163,GEM/2025/B/6689122,3,JINAGAM CORPORATION Under PMA,"Item Categories : MATGADNA KIT TYPE A,Counting material kit B type",` 121500.00,L3,,
163,GEM/2025/B/6689122,,,,,,,
162,GEM/2025/B/6667778,1,"KRISSHNA ENTERPRISE (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : PCR tubes pp 0.2,EDTA blood collection vial,Heparin Lithium or Sodium blood collection vial,Sodium",` 230052.70,L1,,
162,GEM/2025/B/6667778,2,"RENWIK BIOINNOVATIONS PRIVATE LIMITED (MSE,MII) ( MSE Social Category:OBC ) Under PMA","Item Categories : PCR tubes pp 0.2,EDTA blood collection vial,Heparin Lithium or Sodium blood collection vial,Sodium",` 311125.00,L2,,
162,GEM/2025/B/6667778,,,,,,,
234,GEM/2025/B/6407131,1,"M/S OCEAN LIFE SCIENCE CORPORATION (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Constant temperature water bath,Urinometer,Centrifuge clinical,PH meters Digital,Bottle dispensers,",` 4005540.00,L1,,
234,GEM/2025/B/6407131,2,A.S. ENTERPRISES (MII) Under PMA,"Item Categories : Constant temperature water bath,Urinometer,Centrifuge clinical,PH meters Digital,Bottle dispensers,",` 11546778.44,L2,,
234,GEM/2025/B/6407131,,,,,,,
169,GEM/2025/B/6678044,1,NEUBERG DIAGNOSTICS PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Nucleic Acid Sequencing and Genotyping Service - RNA Sequencing / Transcriptome Sequencing; Plant,",` 247800.00,L1,,
169,GEM/2025/B/6678044,2,UNIPATH SPECIALTY LABORATORY LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Nucleic Acid Sequencing and Genotyping Service - RNA Sequencing / Transcriptome Sequencing; Plant,",` 261960.00,L2,,
169,GEM/2025/B/6678044,3,STRAND LIFE SCIENCES PRIVATE LIMITED Under PMA,"Item Categories : Nucleic Acid Sequencing and Genotyping Service - RNA Sequencing / Transcriptome Sequencing; Plant,",` 329220.00,L3,,
169,GEM/2025/B/6678044,4,EUROFINS GENOMICS INDIA PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Nucleic Acid Sequencing and Genotyping Service - RNA Sequencing / Transcriptome Sequencing; Plant,",` 329220.00,L3,,
169,GEM/2025/B/6678044,5,NUCLEOME INFORMATICS PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Nucleic Acid Sequencing and Genotyping Service - RNA Sequencing / Transcriptome Sequencing; Plant,",` 371700.00,L4,,
169,GEM/2025/B/6678044,6,N2JENOMICS LAB PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Nucleic Acid Sequencing and Genotyping Service - RNA Sequencing / Transcriptome Sequencing; Plant,",` 382320.00,L5,,
169,GEM/2025/B/6678044,7,NOVELGENE TECHNOLOGIES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Nucleic Acid Sequencing and Genotyping Service - RNA Sequencing / Transcriptome Sequencing; Plant,",` 488520.00,L6,,
169,GEM/2025/B/6678044,8,ONEOMICS PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,"Item Categories : Nucleic Acid Sequencing and Genotyping Service - RNA Sequencing / Transcriptome Sequencing; Plant,",` 568860.00,L7,,
169,GEM/2025/B/6678044,9,GENOTYPIC TECHNOLOGY PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Nucleic Acid Sequencing and Genotyping Service - RNA Sequencing / Transcriptome Sequencing; Plant,",` 835500.00,L8,,
169,GEM/2025/B/6678044,,,,,,,
232,GEM/2025/B/6898693,1,ENGINEERS & CONSULTANCY ( MSE Social Category:General ) Under PMA,Item Categories : Custom Bid for Services - Consultancy Services for Preparation of detailed estimate for Provn of Ag,` 28500.00,L1,,
232,GEM/2025/B/6898693,,,,,,,
236,GEM/2025/B/6841156,1,KIPRO TECHNOLOGIES PRIVATE LIMITED (MII) Under PMA,"Item Categories : WATER IN OIL REAGENT FOR LO TEST KIT_521101020019,TBN REAGENT FOR LO TEST KIT_521101020020,TAN REAG",` 440000.00,L1,,
236,GEM/2025/B/6841156,,,,,,,
234,GEM/2025/B/6898923,1,K.T. ENTERPRISES Under PMA,"Item Categories : Radiomaster Packet,Pocket Cell",` 91948.00,L1,,
234,GEM/2025/B/6898923,2,P R ENTERPRISES Under PMA,"Item Categories : Radiomaster Packet,Pocket Cell",` 97756.00,L2,,
234,GEM/2025/B/6898923,3,Entire GeM Solutions Under PMA,"Item Categories : Radiomaster Packet,Pocket Cell",` 104256.00,L3,,
234,GEM/2025/B/6898923,4,NARENDRA ENTERPRISES Under PMA,"Item Categories : Radiomaster Packet,Pocket Cell",` 106962.00,L4,,
234,GEM/2025/B/6898923,5,Ramsetu traders Under PMA,"Item Categories : Radiomaster Packet,Pocket Cell",` 109492.00,L5,,
234,GEM/2025/B/6898923,,,,,,,
238,GEM/2025/B/6881051,1,SHANKAR SALES CORP. (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Spark plug seal,Main bearing cell,Cyl head gasket,Connecting rod,Coolant pipe",` 24131.00,L1,Qualified,
238,GEM/2025/B/6881051,2,GANPATI TRADERS (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Spark plug seal,Main bearing cell,Cyl head gasket,Connecting rod,Coolant pipe",` 25556.00,L2,Qualified,
238,GEM/2025/B/6881051,3,V K TRADERS (MSE) ( MSE Social Category:OBC ) Under PMA,"Item Categories : Spark plug seal,Main bearing cell,Cyl head gasket,Connecting rod,Coolant pipe",` 26064.00,L3,Qualified,
231,GEM/2025/B/6902856,1,DHULL HANDICRAFTS (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : 158A HP Toner Cartridge,Epson Ink set 664 of 04 bottle,Bond Paper A4 Size 100 GSM,Cell Clock and re",` 47250.00,L1,,
231,GEM/2025/B/6902856,2,Grisha enterprises Under PMA,"Item Categories : 158A HP Toner Cartridge,Epson Ink set 664 of 04 bottle,Bond Paper A4 Size 100 GSM,Cell Clock and re",` 49750.00,L2,,
231,GEM/2025/B/6902856,3,Shri Shambhu Enterprises Under PMA,"Item Categories : 158A HP Toner Cartridge,Epson Ink set 664 of 04 bottle,Bond Paper A4 Size 100 GSM,Cell Clock and re",` 50850.00,L3,,
231,GEM/2025/B/6902856,,,,,,,
240,GEM/2025/B/6880013,1,JM ENTERPRISE (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Photo Paper,Canon NPG 90 Cartrige,Canon NPG 59 Cartrige,Monitor Privacy Screen 49 Inch,Monitor Priv",` 180090.00,L1,,
240,GEM/2025/B/6880013,2,KARABI ENTERPRISE (MSE) ( MSE Social Category:SC ) Under PMA,"Item Categories : Photo Paper,Canon NPG 90 Cartrige,Canon NPG 59 Cartrige,Monitor Privacy Screen 49 Inch,Monitor Priv",` 184950.00,L2,,
240,GEM/2025/B/6880013,3,M/S A K TRADERS (MSE) ( MSE Social Category:SC ) Under PMA,"Item Categories : Photo Paper,Canon NPG 90 Cartrige,Canon NPG 59 Cartrige,Monitor Privacy Screen 49 Inch,Monitor Priv",` 185140.00,L3,,
240,GEM/2025/B/6880013,,,,,,,
233,GEM/2025/B/6851489,1,LAXMINARAYAN & COMPANY ( MSE Social Category:General ) Under PMA,"Item Categories : A4 SIZE REPORT COVER RF101 Make Solo or equivalent,Envelope A3 Size With Cloth Back Up Make Five St",` 271742.00,L1,,
233,GEM/2025/B/6851489,2,Bagaria Agencies ( MSE Social Category:General ) Under PMA,"Item Categories : A4 SIZE REPORT COVER RF101 Make Solo or equivalent,Envelope A3 Size With Cloth Back Up Make Five St",` 285195.00,L2,,
233,GEM/2025/B/6851489,3,DJ ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : A4 SIZE REPORT COVER RF101 Make Solo or equivalent,Envelope A3 Size With Cloth Back Up Make Five St",` 315830.00,L3,,
233,GEM/2025/B/6851489,4,ESS KAY HOME CARE ( MSE Social Category:General ) Under PMA,"Item Categories : A4 SIZE REPORT COVER RF101 Make Solo or equivalent,Envelope A3 Size With Cloth Back Up Make Five St",` 317140.00,L4,,
233,GEM/2025/B/6851489,5,SHIV SHAKTI ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : A4 SIZE REPORT COVER RF101 Make Solo or equivalent,Envelope A3 Size With Cloth Back Up Make Five St",` 323441.34,L5,,
233,GEM/2025/B/6851489,6,M/S MAKMONI ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : A4 SIZE REPORT COVER RF101 Make Solo or equivalent,Envelope A3 Size With Cloth Back Up Make Five St",` 391500.00,L6,,
233,GEM/2025/B/6851489,,,,,,,
239,GEM/2025/B/6898022,1,"N G ENTERPRISES (MSE,MII) ( MSE Social Category:OBC ) Under PMA","Item Categories : A4 Paper,Legal Paper,File Cover Printed 297 Coy ASC Sup Type C,File Cover Printed Supply Depot ASC",` 129795.00,L1,,
239,GEM/2025/B/6898022,2,"CAPITAL TRADERS (MSE,MII) ( MSE Social Category:OBC ) Under PMA","Item Categories : A4 Paper,Legal Paper,File Cover Printed 297 Coy ASC Sup Type C,File Cover Printed Supply Depot ASC",` 131230.00,L2,,
239,GEM/2025/B/6898022,3,"DIVINE COMMERCIAL CORPORATION (MSE,MII) ( MSE Social Category:OBC ) Under PMA","Item Categories : A4 Paper,Legal Paper,File Cover Printed 297 Coy ASC Sup Type C,File Cover Printed Supply Depot ASC",` 132069.00,L3,,
239,GEM/2025/B/6898022,,,,,,,
221,GEM/2025/B/6428917,1,CARE AND CARE Under PMA,Item Categories : ALP Vimek Make for Biochemistry Analyser,` 2956.00,L1,,
221,GEM/2025/B/6428917,,,,,,,
223,GEM/2025/B/6488787,1,MICROLAB INSTRUMENTS PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Semi Automatic Bio Chemistry Analyser,` 135000.00,L1,,
223,GEM/2025/B/6488787,,,,,,,
224,GEM/2025/B/6407131,1,"M/S OCEAN LIFE SCIENCE CORPORATION (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Constant temperature water bath,Urinometer,Centrifuge clinical,PH meters Digital,Bottle dispensers,",` 4005540.00,L1,,
224,GEM/2025/B/6407131,2,A.S. ENTERPRISES (MII) Under PMA,"Item Categories : Constant temperature water bath,Urinometer,Centrifuge clinical,PH meters Digital,Bottle dispensers,",` 11546778.44,L2,,
224,GEM/2025/B/6407131,,,,,,,
225,GEM/2025/B/6485382,1,M/S RAVI BOOK DEPOT (MSE) ( MSE Social Category:OBC ) Under PMA,"Item Categories : First Aid Capsule Course Certificate,Children Health Forms,Women Health Forms,Clinical Health Forms",` 24200.00,L1,Qualified,
225,GEM/2025/B/6485382,2,M/S VISHWANATH ENTERPRISES Under PMA,"Item Categories : First Aid Capsule Course Certificate,Children Health Forms,Women Health Forms,Clinical Health Forms",` 28290.00,L2,Qualified,
225,GEM/2025/B/6485382,3,M/S MAA PITAMBARA ENTERPRISES (MSE) ( MSE Social Category:OBC ) Under PMA,"Item Categories : First Aid Capsule Course Certificate,Children Health Forms,Women Health Forms,Clinical Health Forms",` 33150.00,L3,Qualified,
229,GEM/2025/B/6477181,1,M/S CAREWELL DIAGNOSTIC SYSTEM (MSE) ( MSE Social Category:OBC ) Under PMA,"Item Categories : Swab Hi media pkt of 100,Rapid test strip for HER BG ANA and BC,Test tube 5 ml in borosil pkt of 10",` 22537.00,L1,,
229,GEM/2025/B/6477181,2,NEXA PHARMACEUTICALS Under PMA,"Item Categories : Swab Hi media pkt of 100,Rapid test strip for HER BG ANA and BC,Test tube 5 ml in borosil pkt of 10",` 22595.00,L2,,
229,GEM/2025/B/6477181,3,SHIV GANGA ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Swab Hi media pkt of 100,Rapid test strip for HER BG ANA and BC,Test tube 5 ml in borosil pkt of 10",` 22625.00,L3,,
229,GEM/2025/B/6477181,,,,,,,
227,GEM/2025/B/6483074,1,FAMA MARKETING (MII) Under PMA,"Item Categories : Semiautomated Biochemistry analyzer,3 parts Hematology analyzer,Urine analyzer,Digital Hemoglobinom",` 45441552.20,L1,,
227,GEM/2025/B/6483074,2,DRUG AGENCIES (MII) ( MSE Social Category:General ) Under PMA,"Item Categories : Semiautomated Biochemistry analyzer,3 parts Hematology analyzer,Urine analyzer,Digital Hemoglobinom",` 49076933.00,L2,,
227,GEM/2025/B/6483074,,,,,,,
226,GEM/2025/B/6444398,1,VEDANGI PHARMACEUTICALS Under PMA,"Item Categories : C Arm machine,C arm compatible OT table,Two orthopedic drill machines with batteries nd charges wit",` 331413255.00,L1,,
226,GEM/2025/B/6444398,2,NATIONAL DISTRIBUTORS Under PMA,"Item Categories : C Arm machine,C arm compatible OT table,Two orthopedic drill machines with batteries nd charges wit",` 332408490.00,L2,,
226,GEM/2025/B/6444398,3,LIFECARE SALES AND SERVICES Under PMA,"Item Categories : C Arm machine,C arm compatible OT table,Two orthopedic drill machines with batteries nd charges wit",` 333071980.00,L3,,
226,GEM/2025/B/6444398,,,,,,,
230,GEM/2025/B/6445546,1,JAYPEE BROTHERS MEDICAL PUBLISHERS PRIVATE LIMITED Under PMA,"Item Categories : TEXTBOOK OF HEALTH WORKERS and ANM 02 VOLS,CASE BOOK or CLINICAL REQUIREMENTS FOR MIDWIFERY and OBS",` 489570.00,L1,,
230,GEM/2025/B/6445546,2,CHSPL COMMONHEALTH SYSTEMS PRIVATE LIMITED Under PMA,"Item Categories : TEXTBOOK OF HEALTH WORKERS and ANM 02 VOLS,CASE BOOK or CLINICAL REQUIREMENTS FOR MIDWIFERY and OBS",` 693557.50,L2,,
230,GEM/2025/B/6445546,3,SAMARTH PUBLICATIONS & SUBSCRIPTIONS PRIVATE LIMITED Under PMA,"Item Categories : TEXTBOOK OF HEALTH WORKERS and ANM 02 VOLS,CASE BOOK or CLINICAL REQUIREMENTS FOR MIDWIFERY and OBS",` 734355.00,L3,,
230,GEM/2025/B/6445546,,,,,,,
240,GEM/2025/B/6470637,1,ADIRA MEDICOS ( MSE Social Category:General ) Under PMA,"Item Categories : Syphilis Rapid Test Kits,HBsAg Rapid Test Kits,Urine Test Strip,HIV Rapid Test Kits",` 300000.00,L1,,
240,GEM/2025/B/6470637,,,,,,,
238,GEM/2025/B/6513568,1,SNIGDHA ENTERPRISES (MII) Under PMA,Item Categories : Dengue Rapid Test Kits,` 1180000.00,L1,,
238,GEM/2025/B/6513568,2,GAUTAM BUDDHA ENTERPRISES (MII) Under PMA,Item Categories : Dengue Rapid Test Kits,` 1250000.00,L2,,
238,GEM/2025/B/6513568,,,,,,,
237,GEM/2025/B/6515319,1,MEDICARE ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Paracetamol with cysteine HCL monohydrate infusion 100mg,Inj tranexamic acid 500mg,Labetalol HCL 5m",` 199765.00,L1,,
237,GEM/2025/B/6515319,2,KEDAR SALES CORP (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Paracetamol with cysteine HCL monohydrate infusion 100mg,Inj tranexamic acid 500mg,Labetalol HCL 5m",` 220585.00,L2,,
237,GEM/2025/B/6515319,3,SEHAJ ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Paracetamol with cysteine HCL monohydrate infusion 100mg,Inj tranexamic acid 500mg,Labetalol HCL 5m",` 228445.00,L3,,
237,GEM/2025/B/6515319,,,,,,,
233,GEM/2025/B/6519685,1,LORD'S MARK INDUSTRIES LIMITED Under PMA,Item Categories : Dengue Rapid Test Kits,` 81928.00,L1,Disqualified,
233,GEM/2025/B/6519685,2,SHOM HEALTHCARE LLP ( MSE Social Category:General ) Under PMA,Item Categories : Dengue Rapid Test Kits,` 81928.00,L1,Disqualified,
233,GEM/2025/B/6519685,3,SR BIOERA PRIVATE LIMITED (MSE) ( MSE Social Category:General ) Under PMA,Item Categories : Dengue Rapid Test Kits,` 88935.00,L2,Qualified,
233,GEM/2025/B/6519685,4,SACH PHARMATECH PRIVATE LIMITED Under PMA,Item Categories : Dengue Rapid Test Kits,` 105836.50,L3,Not Evaluated,
233,GEM/2025/B/6519685,5,LABGENE BIO-TECH PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Dengue Rapid Test Kits,` 123200.00,L4,Not Evaluated,
